Tool,Bench,Class,Time_mean,Time_std,Mops_mean,Mops_std,Time_slowdown_mean,Time_slowdown_std,Variant
verrou_sr,ep,A,208.59,1.2820686409081237,2.5733333333333337,0.011547005383792334,12.525390000464244,0.06734634712841123,sr
verrou_sr,ep,S,12.956666666666665,0.05507570547286095,2.59,0.009999999999999898,12.339682539682537,0.052453052831296025,sr
verrou_sr,ft,A,151.6966666666667,0.2159475244899438,47.04666666666666,0.0702376916856852,39.30962640041789,0.7397774112687168,sr
verrou_sr,ft,S,3.6933333333333334,0.005773502691896327,47.98666666666667,0.045092497528229164,41.03703703703704,0.06415002990996024,sr
verrou_sr,lu,A,2801.383333333333,6.766567322751903,42.586666666666666,0.10115993936995715,78.42713589214497,0.9874826418732462,sr
verrou_sr,lu,S,2.39,0.034641016151377574,42.80666666666667,0.6727803009403079,73.08333333333333,12.02168180136762,sr
verrou_sr,mg,A,83.14666666666666,0.10115993936995528,46.81333333333333,0.05773502691896391,84.56412926516019,1.051021415299988,sr
verrou_sr,mg,S,0.17333333333333334,0.005773502691896251,44.02333333333333,1.6487065637442389,28.88888888888889,0.9622504486493746,sr
verrou_sr,sp,A,1508.49,6.014416014876231,56.35333333333333,0.2289832599412727,61.306248821740276,0.5674442822449332,sr
verrou_sr,sp,S,1.6766666666666665,0.005773502691896343,57.72666666666667,0.21361959960015867,60.55555555555555,21.42255647503178,sr
