Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,Left-Cerebral-White-Matter,CSF,Left-Accumbens-area,Left-VentralDC,Left-Cerebral-Cortex,Left-choroid-plexus,Left-Lateral-Ventricle,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Left-Inf-Lat-Vent,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-choroid-plexus,Left-Cerebellum-White-Matter,WM-hypointensities,Left-Cerebellum-Cortex,subjectID
1.0,1.0,1.0,1.0,1.0,1.0,0.9999479437792816,1.0,1.0,0.9999953745461273,1.0,1.0,1.0,0.9999958781413715,1.0,1.0,0.9999907570870036,0.9999937809269321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998758535071384,1.0,1.0,1.0,0.9992464204973625,0.9999310725117176,1.0,0.9999906492243532,sub-0003002
1.0,1.0,1.0,1.0,1.0,0.9996988858777477,0.9999331148418166,1.0,1.0,0.9999940763557741,1.0,1.0,1.0,0.9999872954030533,1.0,1.0,0.9999911922468284,0.999985198060523,1.0,1.0,0.9999547940870666,0.9999469715449311,1.0,1.0,1.0,0.9999004083258639,1.0,1.0,1.0,1.0,1.0,1.0,0.9999575137018312,0.9995410738871042,0.9999590029517875,sub-0025011
1.0,0.9998494202680319,0.9999132019789949,1.0,1.0,1.0,0.9999421296296296,1.0,1.0,0.999985455885276,1.0,1.0,0.9997456118036123,0.9999873515386853,1.0,1.0,0.9999925736508181,0.9999928115992035,1.0,1.0,0.9999600303769135,0.999989834815756,0.9999352037840991,1.0,0.9998615533711754,1.0,0.9997360781208762,0.9998783602968009,1.0,1.0,0.9998748278883465,1.0,1.0,1.0,1.0,sub-0025248
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998964267219057,0.9997615072740281,0.999998130620989,1.0,1.0,1.0,0.9999964943278224,0.99933818663137,0.9999466011640946,1.0,0.9999982252668755,0.9999458141425088,1.0,1.0,0.9999718655925575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999364958404775,0.9996548153261995,0.9999545342947814,sub-0025350
1.0,1.0,1.0,1.0,1.0,1.0,0.9999754595204791,1.0,1.0,0.9999940175763606,1.0,1.0,1.0,0.9999887111947319,1.0,1.0,0.9999920861971408,0.9999870119990575,0.9999363016752659,1.0,0.99993627326026,0.9999844891501606,1.0,1.0,0.9998897342595655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999403625954199,0.9997801714662563,0.9999841335321931,sub-0025531
