,tool,mode,iterations,mean,std
0,prism_ud,dbg,486260,13.664082527160645,0.00015448542748208589
0,baseline_double,perf,453,6.694211006164551,0.0
0,verificarlo,perf,13219,10.066709200541178,3.1469646888134213e-06
0,prism_ud,perf,613590,13.907780329386393,0.0013250059903102706
0,verrou_sr,perf,3944206,15.765246391296387,0.00022581885498958168
0,sr,perf,7390,9.485170364379883,1.47947645546215e-05
0,cadna,perf,6579,9.368918106666667,6.15391053630985e-05
0,verrou_sr,dbg,305385,13.206737836201986,0.00016278587082664688
0,verrou_cestac,perf,84975,11.927049001057943,2.209745686465297e-05
0,verrou_sr,dbg,95454,12.043604214986166,5.814720183572287e-05
0,prism_sr,perf,7390,9.48515796661377,1.551492607359877e-05
0,sr,dbg,11768,9.95039431254069,5.023690617915291e-05
0,prism_sr,perf,1555676,14.834535916646322,0.00015203322156946792
0,prism_ud,dbg,84975,11.927230834960938,0.00012098515499983254
0,cadna,perf,5857,9.252692226666666,5.105781842355852e-05
0,sr,perf,5214,9.136399586995443,2.0913294732918455e-05
0,verrou_sr,dbg,2310,8.322421391805014,4.288589974477146e-06
0,prism_ud,perf,3125715,15.404231389363607,0.0018295746247754682
0,cadna,dbg,2595,8.438759489999999,2.7971794126416522e-05
0,baseline_float,perf,1963040,15.275784492492676,0.0
0,cadna,perf,75646,11.8107793,0.0007176790694080827
0,prism_ud,perf,305385,13.21103572845459,0.0005474827104346717
0,cadna,perf,21049,10.5317682,0.00019286539347413716
0,verificarlo,perf,42292,11.229607264200846,3.3711484057346184e-05
0,baseline_float,dbg,3274,8.671141624450684,0.0
0,verificarlo,perf,359,6.461927890777588,1.0300859925600466e-06
0,prism_sr,dbg,11768,9.950417200724283,2.4897212027487787e-05
0,verrou_sr,dbg,1830,8.089560826619467,7.953641257729087e-06
0,baseline_double,perf,403,6.577392578125,0.0
0,prism_ud,perf,159,5.649260520935059,5.814024975513421e-06
0,verificarlo,perf,26560,10.764437039693197,3.5549872230388056e-05
0,prism_ud,perf,1830,8.089545885721842,9.419461816170408e-06
0,verrou_cestac,perf,6280291,18.026355743408203,0.0012909138830461619
0,prism_sr,dbg,6579,9.368917465209961,1.47947645546215e-05
0,cadna,perf,572,6.927238783333333,3.1472986652988113e-06
0,baseline_float,dbg,4430621,15.403682708740234,0.0
0,sr,dbg,572,6.927226861317952,5.779157944583207e-06
0,prism_sr,dbg,23644,10.648120880126953,2.968159701089846e-05
0,verrou_cestac,dbg,100,5.187379837036133,2.5530462907487567e-06
0,verificarlo,dbg,2915,8.555015563964844,1.3776110763562806e-05
0,sr,dbg,2915,8.555012067159018,1.5734823444067106e-05
0,prism_sr,dbg,811,7.276101271311442,2.6501547496371375e-06
0,baseline_float,dbg,1963040,15.275784492492676,0.0
0,cadna,dbg,67341,11.694251733333333,0.0006321130401723474
0,cadna,dbg,7924828,19.505931899999997,0.15008580691393417
0,prism_ud,perf,1023,7.508212407430013,8.999753104459167e-06
0,prism_sr,dbg,2915,8.555002848307291,9.735992960048392e-06
0,verrou_sr,perf,1450,7.856873353322347,6.858650528714312e-06
0,prism_ud,perf,23644,10.648174603780111,9.185137431513699e-05
0,prism_sr,dbg,572,6.927227179209392,2.3788817003720227e-06
0,baseline_float,dbg,42292,11.229559898376465,0.0
0,prism_ud,dbg,2595,8.43876838684082,2.3216959173215503e-05
0,verrou_cestac,perf,3125715,15.508772532145182,0.0007986707190877716
0,verrou_sr,dbg,67341,11.694676717122396,0.00010757044220272641
0,prism_sr,dbg,2477076,15.30044968922933,0.0008117937848235697
0,prism_ud,perf,200,5.878027121225993,8.99132768232406e-07
0,prism_ud,dbg,225,5.995538552602132,1.0819989792580609e-05
0,verificarlo,perf,811,7.276102383931478,5.947204250930057e-07
0,prism_sr,perf,4430621,15.882057189941406,0.0005138124866059954
0,sr,perf,67341,11.694720586140951,0.0001243959202140421
0,baseline_double,dbg,359,6.461930274963379,0.0
0,sr,dbg,343046,13.322946230570475,0.00011365763733298004
0,cadna,dbg,37649,11.113145233333334,0.00034945256552967646
0,sr,dbg,47508,11.3458890914917,8.1563782272332e-05
0,prism_ud,dbg,2477076,15.404266675313314,0.0014528627174191827
0,cadna,perf,1629,7.9732558000000004,1.1791513897851302e-05
0,baseline_double,dbg,1384886,14.718344688415527,0.0
0,baseline_double,dbg,53366,11.462154388427734,0.0
0,sr,dbg,271858,13.090257326761881,0.00012025207498551575
0,verificarlo,perf,4132,8.90384578704834,1.580531170483405e-05
0,sr,dbg,1450,7.856882413228353,9.859760550989037e-06
0,baseline_double,dbg,100,5.187377452850342,0.0
0,sr,dbg,84975,11.927301088968912,0.00012855476331489633
0,verrou_sr,dbg,53366,11.462116877237955,0.00011219991729976193
0,cadna,perf,1023,7.508208280000001,1.2104497786659333e-05
0,prism_ud,dbg,191791,12.742966016133627,0.000536498290490489
0,verrou_sr,perf,1232846,14.602191925048828,0.0004361333835635509
0,prism_ud,dbg,8902150,15.40285619099935,0.0015389804513806877
0,baseline_float,perf,911,7.392314434051514,0.0
0,prism_sr,perf,159,5.64926020304362,8.99132768232406e-07
0,prism_ud,dbg,5590810,15.402552604675293,0.0019101000649802584
0,cadna,perf,284,6.227955823333333,1.4040259573570886e-06
0,prism_ud,perf,42292,11.229605038960775,6.002510965051949e-05
0,verrou_sr,dbg,10476,9.834079106648764,5.916027148649637e-05
0,baseline_double,perf,3511191,15.648681640625,0.0
0,verificarlo,dbg,1830,8.089557965596518,2.9480039264347405e-06
0,prism_ud,perf,141,5.5295179684956866,2.592326232639963e-06
0,baseline_double,dbg,1023,7.508199214935303,0.0
0,prism_sr,perf,33516,10.997024218241373,2.1597910247119937e-05
0,cadna,perf,191791,12.739015966666665,0.0018156765870852593
0,sr,perf,6579,9.368927319844564,3.4273356048440434e-05
0,verrou_sr,perf,200,5.878031412760417,9.79807218387759e-07
0,sr,dbg,18738,10.415575981140137,3.007730146411863e-05
0,sr,dbg,1291,7.740771929423015,4.089571739917948e-06
0,verrou_sr,dbg,29836,10.880719502766928,3.387296995791749e-05
0,prism_ud,perf,1291,7.740777492523193,9.780006448691788e-06
0,verrou_sr,perf,75646,11.811084747314453,8.283618991706556e-05
0,verrou_cestac,perf,1963040,14.953463554382324,0.0009353443354277773
0,baseline_float,perf,385352,13.439518928527832,0.0
0,sr,perf,811,7.276095390319824,3.714027864312465e-06
0,cadna,dbg,13219,10.066619300000001,0.00011785943605284952
0,sr,dbg,977009,14.369457562764486,0.00026323752982470406
0,verificarlo,perf,5214,9.136410395304361,4.02380749923445e-05
0,prism_ud,perf,135304,12.392288208007812,0.000485758298351528
0,verificarlo,dbg,1963040,15.066913604736328,0.0006270063533400309
0,cadna,dbg,613590,13.891808233333334,0.0058044000191425325
0,sr,perf,10476,9.834101994832357,4.156483746511117e-05
0,cadna,perf,47508,11.345756566666665,0.0004502081469225155
0,sr,dbg,7390,9.485157012939453,3.2602087992519166e-05
0,verrou_sr,dbg,120450,12.276012738545736,0.00010263217534509633
0,sr,dbg,432876,13.555507024129232,0.00016367921179905005
0,verrou_cestac,perf,200,5.8780317306518555,2.0230487285229133e-06
0,verrou_sr,perf,613590,13.904025713602701,0.00012749388777513808
0,sr,perf,1384886,14.718013763427734,0.0002097780032319521
0,prism_ud,dbg,53366,11.461954434712728,0.00016527725890993908
0,verrou_cestac,dbg,2595,8.438774108886719,2.8322682199320788e-05
0,cadna,dbg,359,6.461935843333333,1.1884256624314727e-06
0,baseline_double,perf,869749,14.253175735473633,0.0
0,baseline_double,perf,242012,12.973959922790527,0.0
0,prism_ud,dbg,403,6.577388604482015,7.451825567710267e-06
0,verrou_cestac,dbg,1023,7.508211135864258,3.040810659680206e-06
0,baseline_double,perf,159,5.649260997772217,0.0
0,cadna,dbg,1555676,14.7507169,0.014725867312544183
0,verificarlo,perf,10476,9.834112167358398,3.5683225505580343e-06
0,verrou_cestac,dbg,47508,11.345966339111328,6.29762116162218e-05
0,verificarlo,perf,4977023,15.997767448425293,0.0003853631017945133
0,verificarlo,perf,200,5.878029505411784,1.8399297241831186e-06
0,cadna,dbg,11768,9.950365069999998,0.00011175238908698192
0,prism_ud,dbg,3125715,15.4060271581014,0.0007117969099018227
0,verrou_cestac,dbg,1450,7.856893062591553,1.2906940492414977e-05
0,prism_sr,perf,120450,12.27619711558024,0.0001276792275372611
0,sr,perf,869749,14.252816836039225,0.00044453523249833474
0,sr,perf,53366,11.462147076924643,8.654941059149718e-05
0,prism_sr,dbg,242012,12.974014600118002,0.0002835438386342681
0,sr,perf,2595,8.4387420018514,1.9842130704660078e-05
0,baseline_double,dbg,112,5.300172328948975,0.0
0,baseline_double,perf,10476,9.834105491638184,0.0
0,prism_ud,perf,1555676,14.887437502543131,0.0011590449154102996
0,cadna,dbg,8902150,20.427297633333335,0.16860268908049933
0,sr,perf,29836,10.880594889322916,7.577694456183103e-05
0,prism_sr,perf,135304,12.392509460449219,0.0002135222628680076
0,verrou_sr,dbg,1023,7.5082023938496905,2.3468054231378876e-06
0,baseline_float,perf,2205130,15.403682708740234,0.0
0,sr,dbg,613590,13.904233932495117,0.00016216389797690006
0,baseline_float,dbg,385352,13.439518928527832,0.0
0,baseline_double,perf,14849,10.182936668395996,0.0
0,verrou_sr,perf,84975,11.92739486694336,1.9867579132079754e-05
0,verificarlo,perf,16681,10.29930051167806,5.224263149051447e-05
0,baseline_float,dbg,6280291,15.403682708740234,0.0
0,prism_ud,perf,112,5.300174236297607,7.458603036658011e-06
0,cadna,perf,67341,11.694251733333333,0.0006321130401723474
0,baseline_float,dbg,2056,8.20598030090332,0.0
0,verrou_cestac,dbg,3125715,15.507806460062662,0.00034993249315723343
0,verrou_sr,dbg,18738,10.415578206380209,7.566083374436564e-05
0,cadna,dbg,3944206,15.876606033333333,0.03734374373415499
0,baseline_double,dbg,722,7.159933090209961,0.0
0,cadna,perf,215443,12.857484866666667,0.00203233865670894
0,baseline_float,dbg,253,6.1125807762146,0.0
0,sr,perf,11768,9.950411160786947,1.538410648671832e-05
0,verrou_sr,dbg,1384886,14.718234697977701,0.00015238974209310315
0,verrou_sr,perf,23644,10.648064295450846,4.352443461811016e-05
0,verrou_sr,dbg,107226,12.159940719604492,2.3987642262666677e-05
0,prism_ud,perf,242012,12.974715868631998,0.000346518874834839
0,cadna,dbg,6579,9.368918106666667,6.15391053630985e-05
0,verrou_sr,dbg,178,5.761803150177002,1.6970758838703332e-06
0,cadna,perf,100,5.187381273333333,3.328005742703619e-06
0,verrou_cestac,dbg,159,5.649263699849446,1.5734823444067107e-06
0,prism_sr,perf,53366,11.462177276611328,4.5557292604431866e-05
0,verrou_cestac,dbg,1629,7.973254839579265,1.6209346496559095e-06
0,baseline_float,perf,126,5.417460918426514,0.0
0,verrou_cestac,perf,4641,9.02001698811849,2.5018682314492544e-05
0,verrou_sr,dbg,613590,13.904241879781088,0.00020080122979835942
0,verrou_sr,dbg,509,6.810646057128906,1.0300859925600466e-06
0,sr,perf,13219,10.066598892211914,4.73647576197031e-06
0,verrou_sr,perf,385352,13.43938954671224,0.00019750858849320194
0,verrou_sr,dbg,225,5.9955375989278155,1.5734823444067107e-06
0,verrou_sr,perf,359,6.461926142374675,3.899842626694138e-06
0,baseline_double,perf,2056,8.205976486206055,0.0
0,verificarlo,dbg,319,6.343973159790039,3.754619538312822e-06
0,verrou_sr,perf,4430621,15.880716641743978,0.00017381017842469214
0,cadna,perf,18738,10.415499066666667,0.00017228976238322768
0,verrou_sr,dbg,1450,7.8568793932596845,7.867411722033553e-06
0,verrou_sr,perf,225,5.995537757873535,1.0300859925600466e-06
0,verrou_cestac,dbg,191791,12.739851951599121,0.0002583113927620505
0,sr,perf,75646,11.811022758483887,0.00010144273944280138
0,prism_ud,dbg,911,7.392314275105794,8.26212019498636e-06
0,verrou_cestac,perf,107226,12.15986442565918,0.0002008565806271817
0,baseline_float,perf,9326,9.717843055725098,0.0
0,verrou_cestac,dbg,642,7.042587757110596,3.0902579776801397e-06
0,baseline_double,dbg,911,7.392307281494141,0.0
0,prism_sr,perf,215443,12.857603391011557,9.268920683057336e-05
0,verrou_sr,dbg,1232846,14.60181458791097,0.0004059153777970518
0,baseline_double,perf,1830,8.089560508728027,0.0
0,prism_sr,perf,3511191,15.648881594340006,0.00019895991935537836
0,baseline_double,perf,305385,13.20654582977295,0.0
0,cadna,perf,11768,9.950365069999998,0.00011175238908698192
0,verrou_cestac,dbg,509,6.810654958089192,4.805315799023619e-06
0,baseline_float,perf,5857,9.25269889831543,0.0
0,prism_sr,perf,977009,14.369233767191568,0.0001863228950140255
0,baseline_float,perf,403,6.577394008636475,0.0
0,baseline_float,dbg,5214,9.136418342590332,0.0
0,baseline_double,dbg,271858,13.090252876281738,0.0
0,sr,perf,2477076,15.299728075663248,7.515830318564139e-05
0,cadna,dbg,16681,10.299214733333331,0.0001603225983933947
0,baseline_float,dbg,2205130,15.403682708740234,0.0
0,baseline_double,dbg,642,7.0425825119018555,0.0
0,baseline_float,perf,253,6.1125807762146,0.0
0,cadna,perf,7924828,19.505931899999997,0.15008580691393417
0,verrou_cestac,dbg,722,7.159938971201579,6.483738598623638e-06
0,prism_ud,perf,453,6.694210211435954,6.209063525080556e-06
0,baseline_float,perf,1232846,14.57941722869873,0.0
0,prism_sr,dbg,9326,9.717866897583008,2.870543850573046e-05
0,prism_sr,perf,2915,8.555012385050455,1.9142238893285874e-05
0,baseline_double,perf,6280291,16.23014259338379,0.0
0,verificarlo,perf,2310,8.322452227274576,8.57717994895429e-06
0,prism_ud,perf,6579,9.36894671122233,3.718378755087462e-05
0,prism_sr,perf,191791,12.741271018981934,3.186851764641352e-05
0,verrou_cestac,dbg,869749,14.261480649312338,5.5227176370686805e-05
0,verrou_cestac,perf,7924828,19.591277440388996,0.0029001904805036455
0,prism_ud,perf,359,6.461925347646077,8.760778922729918e-06
0,prism_ud,perf,3944206,15.40422789255778,0.00041059663539631493
0,verificarlo,perf,75646,11.811027844746908,5.478626311206479e-05
0,verrou_cestac,perf,509,6.810655911763509,1.959614436775518e-06
0,baseline_double,perf,7390,9.485166549682617,0.0
0,verrou_cestac,perf,21049,10.531809171040853,5.269907588703115e-05
0,sr,dbg,359,6.461929639180501,5.538066670158496e-06
0,verrou_sr,dbg,200,5.878030300140381,2.0601719851200933e-06
0,verrou_cestac,perf,53366,11.462156613667807,8.811501128677579e-05
0,baseline_float,perf,509,6.8106465339660645,0.0
0,sr,perf,1450,7.856886386871338,4.9707081385014505e-06
0,verificarlo,dbg,170735,12.624956766764322,0.00017490212474171257
0,prism_sr,dbg,1555676,14.834579785664877,0.00020787815431201872
0,baseline_float,dbg,37649,11.113263130187988,0.0
0,verrou_sr,perf,2595,8.438739776611328,7.66902801629055e-06
0,baseline_float,dbg,3125715,15.403682708740234,0.0
0,baseline_double,perf,6579,9.368929862976074,0.0
0,prism_ud,perf,689261,14.051711082458496,0.00023170295549701904
0,cadna,dbg,159,5.64926609,4.546742423596316e-06
0,baseline_float,perf,8302,9.601536750793457,0.0
0,verrou_sr,dbg,4430621,15.881342252095541,0.0007695036209441878
0,sr,perf,1747528,14.950673421223959,0.0005257472718844626
0,verrou_sr,dbg,2595,8.438746770222982,2.3788817003720227e-06
0,verrou_cestac,dbg,242012,12.972654660542807,2.1821342851931907e-05
0,prism_ud,perf,107226,12.15943463643392,0.00014002531517820095
0,baseline_float,dbg,100,5.1873779296875,0.0
0,verrou_cestac,dbg,284,6.227952639261882,2.9221814967553196e-06
0,cadna,dbg,911,7.392315873333334,8.157239456839255e-06
0,prism_sr,perf,6280291,16.230483373006184,0.0009420285714839151
0,sr,perf,100,5.187377452850342,6.743495761743046e-07
0,prism_ud,dbg,59948,11.578640937805176,9.338544603095291e-05
0,baseline_float,perf,53366,11.462220191955566,0.0
0,prism_ud,dbg,7054802,15.402618408203125,0.0026517710799245572
0,verificarlo,perf,225,5.995540301005046,1.4740019632173705e-06
0,verrou_cestac,perf,689261,14.003431955973307,0.0001413098066386723
0,verrou_cestac,perf,774263,14.12505022684733,0.00033122060777764333
0,baseline_double,dbg,1450,7.856879234313965,0.0
0,verificarlo,perf,486260,13.671628952026367,0.0002096305440537336
0,cadna,dbg,112,5.3001759900000005,4.161257822850513e-06
0,baseline_double,dbg,432876,13.555423736572266,0.0
0,verificarlo,perf,215443,12.857611974080404,0.00022234637118492712
0,verrou_sr,dbg,170735,12.625164667765299,7.37782131468641e-05
0,sr,perf,21049,10.531895637512207,5.723635134934867e-05
0,verificarlo,dbg,305385,13.206321716308594,0.00030718479882335653
0,verrou_cestac,dbg,29836,10.88071060180664,2.998644852517275e-05
0,baseline_float,dbg,689261,14.051678657531738,0.0
0,prism_ud,dbg,100,5.18737808863322,1.3673027780918482e-06
0,prism_sr,perf,10476,9.834156354268393,2.394125669322043e-05
0,verificarlo,dbg,486260,13.671643257141113,0.0005382515086939905
0,baseline_float,dbg,869749,14.23314094543457,0.0
0,baseline_double,dbg,18738,10.41555118560791,0.0
0,verrou_cestac,dbg,135304,12.392380396525065,5.426919894631272e-05
0,baseline_double,dbg,200,5.878030776977539,0.0
0,prism_sr,dbg,1747528,14.951448440551758,0.0003776654649827528
0,verrou_cestac,perf,7054802,18.76116689046224,0.002584232556712269
0,verrou_cestac,dbg,6280291,18.023045857747395,0.0027273850905808416
0,prism_ud,perf,5214,9.136395772298178,6.079793234920829e-05
0,cadna,perf,1149,7.624308273333334,1.1185187625571867e-05
0,verificarlo,perf,107226,12.1598752339681,0.00013023698387246865
0,verrou_sr,perf,642,7.042584737141927,3.311263188679959e-06
0,verrou_cestac,dbg,215443,12.858644485473633,9.20974895897512e-05
0,baseline_float,perf,18738,10.415549278259277,0.0
0,verrou_cestac,perf,253,6.112586975097656,1.7841612752790171e-06
0,prism_ud,dbg,16681,10.299261728922525,0.00010497447269033803
0,verrou_sr,dbg,1555676,14.835076332092285,0.0002375548931417887
0,cadna,dbg,3511191,15.672491433333334,0.03325048508180813
0,baseline_float,dbg,774263,14.142078399658203,0.0
0,verificarlo,perf,1023,7.508201599121094,1.946679546660724e-06
0,baseline_double,dbg,613590,13.904298782348633,0.0
0,verrou_cestac,dbg,343046,13.328811963399252,0.00017777153224669652
0,baseline_double,dbg,9326,9.717830657958984,0.0
0,baseline_double,dbg,689261,14.020591735839844,0.0
0,prism_ud,dbg,75646,11.811310132344564,0.00019441446172086346
0,baseline_float,dbg,1747528,15.070256233215332,0.0
0,baseline_double,perf,5590810,16.113849639892578,0.0
0,verificarlo,perf,1149,7.62429682413737,5.844362993510638e-06
0,prism_ud,perf,10476,9.834047635396322,4.268040338005619e-05
0,prism_ud,dbg,1450,7.856877485911052,1.941351330692142e-05
0,verificarlo,dbg,16681,10.299262682596842,5.748124212796889e-05
0,verrou_cestac,perf,2595,8.438748041788736,1.7999506208918334e-05
0,verrou_sr,perf,253,6.112579345703125,1.0300859925600466e-06
0,cadna,dbg,4430621,16.211778066666668,0.08389899924938764
0,sr,perf,911,7.392304579416911,5.5243642161632425e-06
0,prism_ud,perf,13219,10.066728591918945,0.00010826898931019297
0,verrou_sr,perf,403,6.577393531799316,4.0647862283529985e-06
0,verrou_sr,perf,869749,14.253159523010254,0.0003521689109537705
0,baseline_float,dbg,5857,9.25269889831543,0.0
0,baseline_float,dbg,59948,11.578726768493652,0.0
0,verrou_sr,perf,178,5.761804739634196,3.311263188679959e-06
0,sr,dbg,253,6.112580140431722,1.251539846104274e-06
0,baseline_float,dbg,3944206,15.403682708740234,0.0
0,prism_sr,perf,107226,12.159964243570963,9.582515650408931e-05
0,prism_ud,dbg,1747528,15.069658597310385,0.00026401032315916405
0,prism_sr,perf,509,6.810645739237468,1.997916712757196e-06
0,baseline_double,perf,126,5.4174604415893555,0.0
0,verificarlo,dbg,869749,14.253286997477213,0.00019209430275327007
0,verrou_cestac,perf,59948,11.578282674153646,7.901632788673673e-05
0,prism_sr,dbg,178,5.761805057525635,3.8933590933214475e-07
0,verificarlo,dbg,6280291,16.2299009958903,0.0016937587589684901
0,prism_sr,perf,2310,8.32243569691976,1.1346542547591366e-05
0,baseline_float,perf,10000000,15.403682708740234,0.0
0,verrou_sr,perf,4132,8.903850873311361,2.0024637537668382e-05
0,verrou_cestac,perf,385352,13.436175028483072,0.0002293004516987001
0,baseline_double,perf,3125715,15.532389640808105,0.0
0,baseline_float,perf,8902150,15.403682708740234,0.0
0,prism_ud,perf,4641,9.02003002166748,5.022885926156499e-05
0,cadna,dbg,5214,9.136414533333332,4.9707109038248256e-05
0,verificarlo,dbg,4641,9.019983291625977,8.129572456705997e-06
0,verrou_sr,perf,2477076,15.299908638000488,0.001049274938848154
0,prism_ud,perf,319,6.343974590301514,9.27077393304042e-06
0,cadna,perf,4132,8.903854693333333,3.841740693468204e-05
0,cadna,dbg,432876,13.547101699999999,0.004099115227298157
0,baseline_float,perf,141,5.529517650604248,0.0
0,baseline_float,dbg,305385,13.210731506347656,0.0
0,verificarlo,perf,1450,7.856882572174072,1.4037705844764465e-06
0,prism_ud,perf,253,6.112581094106038,5.739679363653751e-06
0,baseline_double,perf,53366,11.462154388427734,0.0
0,baseline_float,dbg,911,7.392314434051514,0.0
0,baseline_float,dbg,7390,9.485172271728516,0.0
0,verrou_cestac,perf,5590810,17.368201573689777,0.0021588537265580998
0,cadna,dbg,4977023,16.726898266666666,0.09425077791319389
0,baseline_float,dbg,8902150,15.403682708740234,0.0
0,prism_ud,perf,7924828,15.404595375061035,0.0007297501079612804
0,sr,dbg,305385,13.206549326578775,0.00020778917421824305
0,prism_sr,dbg,1023,7.508201281229655,5.469211112367393e-06
0,baseline_float,perf,774263,14.142078399658203,0.0
0,baseline_float,dbg,215443,12.85639476776123,0.0
0,prism_sr,dbg,84975,11.927337328592936,9.406256730910958e-05
0,verrou_cestac,perf,13219,10.066651980082193,4.547292306377702e-05
0,baseline_double,dbg,4641,9.020008087158203,0.0
0,baseline_double,perf,225,5.995536804199219,0.0
0,cadna,dbg,453,6.694218956666667,1.960175729225591e-06
0,sr,dbg,319,6.343973795572917,2.8698396818268756e-06
0,verrou_cestac,dbg,2310,8.322460174560547,1.9560012897383576e-05
0,cadna,perf,2782559,15.329036433333334,0.026348617255349153
0,prism_sr,dbg,225,5.995536009470622,1.6209346496559095e-06
0,verrou_sr,perf,271858,13.090247790018717,8.820098332273951e-05
0,verrou_cestac,dbg,8302,9.601566632588705,2.5187756588669212e-05
0,cadna,perf,2915,8.555019063333335,2.528577509651585e-05
0,cadna,dbg,141,5.5295224266666665,4.420424816361684e-06
0,verrou_sr,dbg,7390,9.485215822855631,2.944917190047827e-05
0,sr,perf,572,6.927225748697917,1.6209346496559095e-06
0,verrou_cestac,perf,432876,13.549647649129232,0.00021287003892390716
0,sr,dbg,5590810,16.113797505696613,0.0004468255648157658
0,baseline_float,dbg,1291,7.740779399871826,0.0
0,prism_sr,dbg,135304,12.392431259155273,6.839912825409358e-05
0,verrou_sr,perf,4641,9.020000775655111,1.4023300806753015e-05
0,verrou_cestac,perf,135304,12.392313639322916,0.00012683828572120667
0,prism_ud,dbg,126,5.4174604415893555,3.5683225505580343e-06
0,sr,perf,1629,7.973244667053223,3.186851764641352e-06
0,verificarlo,perf,305385,13.206621805826822,0.00028725427485589214
0,verrou_cestac,dbg,305385,13.203368504842123,2.3877858426683966e-05
0,prism_sr,dbg,7924828,16.463505427042644,0.0011753481292362093
0,prism_sr,dbg,26560,10.764384905497232,2.069470825037612e-05
0,baseline_float,dbg,200,5.878032207489014,0.0
0,verrou_sr,dbg,572,6.9272284507751465,5.615082337905786e-06
0,verrou_cestac,perf,170735,12.625691413879395,6.80792552855482e-05
0,sr,dbg,1149,7.624295552571614,5.592540768228906e-06
0,baseline_double,perf,215443,12.857669830322266,0.0
0,verrou_cestac,dbg,271858,13.091570854187012,0.00022793015674691492
0,sr,perf,215443,12.857597351074219,0.00011905533067540696
0,verrou_cestac,dbg,16681,10.29929256439209,6.491059842901918e-05
0,baseline_float,dbg,642,7.042584419250488,0.0
0,baseline_float,dbg,135304,12.392373085021973,0.0
0,sr,perf,253,6.112579822540283,1.7841612752790171e-06
0,baseline_double,dbg,191791,12.741379737854004,0.0
0,verificarlo,dbg,284,6.227948983510335,1.6209346496559095e-06
0,verrou_cestac,perf,2477076,15.198697725931803,0.0008153516946814187
0,baseline_double,perf,613590,13.904298782348633,0.0
0,baseline_double,dbg,59948,11.57845687866211,0.0
0,prism_sr,dbg,3944206,15.764460563659668,0.00045776632096265817
0,verificarlo,dbg,3678,8.78747812906901,5.633050647312594e-06
0,prism_ud,perf,14849,10.182896296183268,8.153528101437224e-05
0,sr,dbg,4430621,15.880493799845377,0.0003371337251903099
0,verificarlo,perf,403,6.577388922373454,3.6175431177587646e-06
0,verrou_sr,dbg,8302,9.601527214050293,7.42805572862493e-06
0,baseline_double,perf,284,6.227949619293213,0.0
0,verificarlo,dbg,4132,8.903885841369629,2.732017542504043e-05
0,prism_ud,perf,869749,14.232446988423666,0.0006469344619157226
0,prism_sr,perf,170735,12.625103950500488,9.895261471677919e-05
0,prism_ud,dbg,1291,7.740785439809163,2.5202797349134218e-05
0,sr,dbg,26560,10.764379183451334,3.596531072929624e-05
0,prism_ud,dbg,7924828,15.406144460042318,0.0014430648863757102
0,prism_ud,perf,343046,13.318983713785807,0.00028123566515453666
0,prism_sr,dbg,4641,9.020003954569498,1.1048728432326485e-05
0,baseline_double,dbg,1629,7.9732441902160645,0.0
0,cadna,perf,8902150,20.427297633333335,0.16860268908049933
0,verrou_cestac,dbg,59948,11.578311284383139,4.297769984927013e-05
0,verificarlo,perf,37649,11.113333066304525,4.179758685784302e-05
0,prism_sr,dbg,253,6.112582365671794,2.247831920581015e-06
0,prism_ud,dbg,4430621,15.404513359069824,0.0014092976864144258
0,prism_ud,dbg,8302,9.601468404134115,7.669950352512737e-05
0,verrou_cestac,dbg,359,6.461935202280681,2.816525323656297e-06
0,verificarlo,dbg,29836,10.880648930867514,9.90148911287828e-05
0,baseline_float,dbg,84975,11.927444458007812,0.0
0,prism_sr,dbg,284,6.2279478708903,1.959614436775518e-06
0,baseline_float,perf,7054802,15.403682708740234,0.0
0,baseline_float,dbg,7054802,15.403682708740234,0.0
0,prism_sr,dbg,385352,13.439070383707682,0.00012902790187004743
0,cadna,dbg,107226,12.159320266666667,0.0010116420853684643
0,baseline_double,dbg,977009,14.369467735290527,0.0
0,prism_ud,dbg,23644,10.648130098978678,0.00012364056396398839
0,cadna,dbg,343046,13.327243233333334,0.0032484880147882417
0,prism_sr,perf,13219,10.066696484883627,1.2659904322140933e-05
0,prism_sr,perf,2056,8.2059694925944,8.104673248279546e-06
0,verrou_sr,perf,8902150,16.578773498535156,0.0008701789093211084
0,verificarlo,perf,151991,12.508728663126627,4.800897503828141e-05
0,baseline_float,dbg,546227,13.778862953186035,0.0
0,cadna,dbg,811,7.27610811,7.286100923723336e-06
0,prism_ud,dbg,18738,10.415557543436686,0.00021142672577579205
0,baseline_float,perf,5590810,15.403682708740234,0.0
0,cadna,perf,135304,12.391589199999999,0.001275255527335255
0,baseline_double,dbg,7390,9.485166549682617,0.0
0,sr,dbg,1097498,14.48600165049235,0.00015838715637334934
0,sr,dbg,3125715,15.532172838846842,0.0006786026987933473
0,baseline_float,perf,1450,7.856881618499756,0.0
0,prism_sr,perf,112,5.30017073949178,1.6209346496559095e-06
0,sr,perf,4977023,15.997699101765951,0.00190782180850827
0,verrou_cestac,perf,6579,9.368943850199381,2.1835231477196247e-05
0,sr,perf,3125715,15.532109578450521,0.0008714601712101116
0,cadna,dbg,120450,12.275293066666668,0.0011416613342939686
0,baseline_double,dbg,5214,9.136414527893066,0.0
0,verificarlo,perf,1097498,14.486326853434244,0.0002826700254885392
0,verificarlo,dbg,343046,13.322552998860678,1.8049964353661077e-05
